CaseID,RequestorID,RequestorType,CaseOwner,CaseType,CaseStatus,TierLevel,Priority,DateReceived,SatisfactionScore,DateClosed
HRHD013871,1410071026,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2020-02-07 17:17:52.698907936,2 - Satisfied,2020-02-11 17:17:52.698907936
HRHD013872,1203032498,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2020-02-07 21:09:16.006240224,1 - Unsatisfied,2020-02-10 21:09:16.006240224
HRHD013873,1402065340,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2020-02-08 01:00:39.313572544,3 - Highly satisfied,2020-02-09 01:00:39.313572544
HRHD013874,1001735072,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2020-02-08 04:52:02.620904832,3 - Highly satisfied,2020-02-08 04:52:02.620904832
HRHD013875,1308060366,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2020-02-08 08:43:25.928237120,3 - Highly satisfied,2020-02-12 08:43:25.928237120
HRHD013876,1301052436,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2020-02-08 12:34:49.235569408,1 - Unsatisfied,2020-02-12 12:34:49.235569408
HRHD013877,1301052462,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2020-02-08 16:26:12.542901696,0 - Unknown,2020-02-14 16:26:12.542901696
HRHD013878,1402065340,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2020-02-08 20:17:35.850233984,0 - Unknown,2020-02-09 20:17:35.850233984
HRHD013879,1206043417,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2020-02-09 00:08:59.157566304,1 - Unsatisfied,2020-02-12 00:08:59.157566304
HRHD013880,1103024679,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-09 04:00:22.464898592,1 - Unsatisfied,2020-02-10 04:00:22.464898592
HRHD013881,1201031274,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2020-02-09 07:51:45.772230880,0 - Unknown,2020-02-13 07:51:45.772230880
HRHD013882,1504073313,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-09 11:43:09.079563168,2 - Satisfied,2020-02-11 11:43:09.079563168
HRHD013883,1410070998,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2020-02-09 15:34:32.386895456,0 - Unknown,2020-02-10 15:34:32.386895456
HRHD013884,1106026579,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2020-02-09 19:25:55.694227744,3 - Highly satisfied,2020-02-14 19:25:55.694227744
HRHD013885,1009919920,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-09 23:17:19.001560064,2 - Satisfied,2020-02-09 23:17:19.001560064
HRHD013886,1301052347,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2020-02-10 03:08:42.308892352,3 - Highly satisfied,2020-02-13 03:08:42.308892352
HRHD013887,1411071312,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2020-02-10 07:00:05.616224640,3 - Highly satisfied,2020-02-14 07:00:05.616224640
HRHD013888,1308060622,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2020-02-10 10:51:28.923556928,0 - Unknown,2020-02-15 10:51:28.923556928
HRHD013889,1212051962,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2020-02-10 14:42:52.230889216,1 - Unsatisfied,2020-02-12 14:42:52.230889216
HRHD013890,1304055683,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2020-02-10 18:34:15.538221504,2 - Satisfied,2020-02-16 18:34:15.538221504
HRHD013891,1104025414,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2020-02-10 22:25:38.845553824,3 - Highly satisfied,2020-02-11 22:25:38.845553824
HRHD013892,1111030684,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2020-02-11 02:17:02.152886112,2 - Satisfied,2020-02-15 02:17:02.152886112
HRHD013893,1403066125,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2020-02-11 06:08:25.460218400,3 - Highly satisfied,2020-02-16 06:08:25.460218400
HRHD013894,1201031438,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2020-02-11 09:59:48.767550688,3 - Highly satisfied,2020-02-14 09:59:48.767550688
HRHD013895,1502072511,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2020-02-11 13:51:12.074882976,3 - Highly satisfied,2020-02-17 13:51:12.074882976
HRHD013896,1302053044,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-11 17:42:35.382215264,0 - Unknown,2020-02-13 17:42:35.382215264
HRHD013897,1001109612,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2020-02-11 21:33:58.689547584,2 - Satisfied,2020-02-15 21:33:58.689547584
HRHD013898,1403066125,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2020-02-12 01:25:21.996879872,3 - Highly satisfied,2020-02-16 01:25:21.996879872
HRHD013899,1010022337,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2020-02-12 05:16:45.304212160,0 - Unknown,2020-02-13 05:16:45.304212160
HRHD013900,1205033180,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2020-02-12 09:08:08.611544448,1 - Unsatisfied,2020-02-13 09:08:08.611544448
HRHD013901,1104025008,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2020-02-12 12:59:31.918876736,1 - Unsatisfied,2020-02-12 12:59:31.918876736
HRHD013902,1001856521,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2020-02-12 16:50:55.226209024,3 - Highly satisfied,2020-02-16 16:50:55.226209024
HRHD013903,812011761,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2020-02-12 20:42:18.533541344,2 - Satisfied,2020-02-17 20:42:18.533541344
HRHD013904,1501072180,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2020-02-13 00:33:41.840873632,2 - Satisfied,2020-02-16 00:33:41.840873632
HRHD013905,1009919980,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-13 04:25:05.148205920,2 - Satisfied,2020-02-18 04:25:05.148205920
HRHD013906,1403066194,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2020-02-13 08:16:28.455538208,2 - Satisfied,2020-02-18 08:16:28.455538208
HRHD013907,904013591,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-13 12:07:51.762870496,0 - Unknown,2020-02-13 12:07:51.762870496
HRHD013908,1106026579,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-13 15:59:15.070202784,2 - Satisfied,2020-02-14 15:59:15.070202784
HRHD013909,1003018246,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2020-02-13 19:50:38.377535104,3 - Highly satisfied,2020-02-14 19:50:38.377535104
HRHD013910,1412071562,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2020-02-13 23:42:01.684867392,2 - Satisfied,2020-02-13 23:42:01.684867392
HRHD013911,1103024859,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-14 03:33:24.992199680,0 - Unknown,2020-02-16 03:33:24.992199680
HRHD013912,1206044851,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2020-02-14 07:24:48.299531968,1 - Unsatisfied,2020-02-14 07:24:48.299531968
HRHD013913,1101023353,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2020-02-14 11:16:11.606864256,0 - Unknown,2020-02-14 11:16:11.606864256
HRHD013914,1203032255,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-14 15:07:34.914196544,2 - Satisfied,2020-02-14 15:07:34.914196544
HRHD013915,1009920000,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2020-02-14 18:58:58.221528864,3 - Highly satisfied,2020-02-14 18:58:58.221528864
HRHD013916,1103024504,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2020-02-14 22:50:21.528861152,0 - Unknown,2020-02-19 22:50:21.528861152
HRHD013917,1406068345,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-15 02:41:44.836193440,3 - Highly satisfied,2020-02-20 02:41:44.836193440
HRHD013918,1000974650,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2020-02-15 06:33:08.143525728,2 - Satisfied,2020-02-19 06:33:08.143525728
HRHD013919,1303054329,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2020-02-15 10:24:31.450858016,1 - Unsatisfied,2020-02-20 10:24:31.450858016
HRHD013920,1012023152,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-15 14:15:54.758190304,0 - Unknown,2020-02-19 14:15:54.758190304
HRHD013921,1499902910,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-15 18:07:18.065522624,3 - Highly satisfied,2020-02-21 18:07:18.065522624
HRHD013922,706006285,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2020-02-15 21:58:41.372854912,3 - Highly satisfied,2020-02-17 21:58:41.372854912
HRHD013923,711007713,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-16 01:50:04.680187200,3 - Highly satisfied,2020-02-20 01:50:04.680187200
HRHD013924,1402065340,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2020-02-16 05:41:27.987519488,3 - Highly satisfied,2020-02-22 05:41:27.987519488
HRHD013925,1304055683,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2020-02-16 09:32:51.294851776,3 - Highly satisfied,2020-02-21 09:32:51.294851776
HRHD013926,1212051409,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2020-02-16 13:24:14.602184064,1 - Unsatisfied,2020-02-22 13:24:14.602184064
HRHD013927,1011022883,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-16 17:15:37.909516384,3 - Highly satisfied,2020-02-20 17:15:37.909516384
HRHD013928,1012023226,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-16 21:07:01.216848672,0 - Unknown,2020-02-20 21:07:01.216848672
HRHD013929,1501071909,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2020-02-17 00:58:24.524180960,0 - Unknown,2020-02-21 00:58:24.524180960
HRHD013930,1106026896,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2020-02-17 04:49:47.831513248,3 - Highly satisfied,2020-02-23 04:49:47.831513248
HRHD013931,1111030244,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-17 08:41:11.138845536,3 - Highly satisfied,2020-02-18 08:41:11.138845536
HRHD013932,1110029990,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2020-02-17 12:32:34.446177824,2 - Satisfied,2020-02-21 12:32:34.446177824
HRHD013933,1003018246,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2020-02-17 16:23:57.753510144,3 - Highly satisfied,2020-02-23 16:23:57.753510144
HRHD013934,1411071481,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2020-02-17 20:15:21.060842432,2 - Satisfied,2020-02-17 20:15:21.060842432
HRHD013935,1301052347,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-02-18 00:06:44.368174720,2 - Satisfied,2020-02-21 00:06:44.368174720
HRHD013936,1009919950,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-18 03:58:07.675507008,3 - Highly satisfied,2020-02-19 03:58:07.675507008
HRHD013937,1209048697,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2020-02-18 07:49:30.982839296,0 - Unknown,2020-02-18 07:49:30.982839296
HRHD013938,1407068885,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-18 11:40:54.290171584,0 - Unknown,2020-02-22 11:40:54.290171584
HRHD013939,1001644719,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,2 - Medium,2020-02-18 15:32:17.597503904,0 - Unknown,2020-02-21 15:32:17.597503904
HRHD013940,1205033102,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-02-18 19:23:40.904836192,2 - Satisfied,2020-02-24 19:23:40.904836192
HRHD013941,1305057440,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2020-02-18 23:15:04.212168480,2 - Satisfied,2020-02-19 23:15:04.212168480
HRHD013942,1110029990,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-19 03:06:27.519500768,2 - Satisfied,2020-02-22 03:06:27.519500768
HRHD013943,1111030503,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2020-02-19 06:57:50.826833056,3 - Highly satisfied,2020-02-20 06:57:50.826833056
HRHD013944,1001956578,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2020-02-19 10:49:14.134165344,0 - Unknown,2020-02-22 10:49:14.134165344
HRHD013945,1501072093,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2020-02-19 14:40:37.441497664,3 - Highly satisfied,2020-02-25 14:40:37.441497664
HRHD013946,1501072124,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2020-02-19 18:32:00.748829952,3 - Highly satisfied,2020-02-20 18:32:00.748829952
HRHD013947,710007555,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2020-02-19 22:23:24.056162240,0 - Unknown,2020-02-24 22:23:24.056162240
HRHD013948,1401064637,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-02-20 02:14:47.363494528,0 - Unknown,2020-02-24 02:14:47.363494528
HRHD013949,1000974650,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2020-02-20 06:06:10.670826816,2 - Satisfied,2020-02-24 06:06:10.670826816
HRHD013950,1008020960,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2020-02-20 09:57:33.978159104,0 - Unknown,2020-02-26 09:57:33.978159104
HRHD013951,1001167253,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-20 13:48:57.285491424,1 - Unsatisfied,2020-02-20 13:48:57.285491424
HRHD013952,1003018246,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2020-02-20 17:40:20.592823712,3 - Highly satisfied,2020-02-22 17:40:20.592823712
HRHD013953,1404066622,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2020-02-20 21:31:43.900156000,3 - Highly satisfied,2020-02-21 21:31:43.900156000
HRHD013954,1206044851,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-21 01:23:07.207488288,0 - Unknown,2020-02-26 01:23:07.207488288
HRHD013955,1311063114,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2020-02-21 05:14:30.514820576,3 - Highly satisfied,2020-02-26 05:14:30.514820576
HRHD013956,1312063714,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2020-02-21 09:05:53.822152864,1 - Unsatisfied,2020-02-23 09:05:53.822152864
HRHD013957,1011022814,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-21 12:57:17.129485184,3 - Highly satisfied,2020-02-27 12:57:17.129485184
HRHD013958,1306057978,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2020-02-21 16:48:40.436817472,2 - Satisfied,2020-02-26 16:48:40.436817472
HRHD013959,1308060366,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2020-02-21 20:40:03.744149760,3 - Highly satisfied,2020-02-25 20:40:03.744149760
HRHD013960,1009919940,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2020-02-22 00:31:27.051482048,3 - Highly satisfied,2020-02-25 00:31:27.051482048
HRHD013961,1206043417,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-22 04:22:50.358814336,1 - Unsatisfied,2020-02-23 04:22:50.358814336
HRHD013962,1499902910,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,1 - Low,2020-02-22 08:14:13.666146624,0 - Unknown,2020-02-24 08:14:13.666146624
HRHD013963,1211050782,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2020-02-22 12:05:36.973478944,0 - Unknown,2020-02-26 12:05:36.973478944
HRHD013964,1101023353,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2020-02-22 15:57:00.280811232,2 - Satisfied,2020-02-23 15:57:00.280811232
HRHD013965,1009919960,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2020-02-22 19:48:23.588143520,1 - Unsatisfied,2020-02-25 19:48:23.588143520
HRHD013966,1012023185,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-22 23:39:46.895475808,0 - Unknown,2020-02-25 23:39:46.895475808
HRHD013967,1504073313,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2020-02-23 03:31:10.202808096,2 - Satisfied,2020-02-25 03:31:10.202808096
HRHD013968,1201031438,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2020-02-23 07:22:33.510140384,0 - Unknown,2020-02-25 07:22:33.510140384
HRHD013969,1301052124,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2020-02-23 11:13:56.817472704,3 - Highly satisfied,2020-02-27 11:13:56.817472704
HRHD013970,1001103149,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-02-23 15:05:20.124804992,1 - Unsatisfied,2020-02-25 15:05:20.124804992
HRHD013971,906014183,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,2 - Medium,2020-02-23 18:56:43.432137280,1 - Unsatisfied,2020-02-28 18:56:43.432137280
HRHD013972,1103024859,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-23 22:48:06.739469568,0 - Unknown,2020-02-23 22:48:06.739469568
HRHD013973,1101023457,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2020-02-24 02:39:30.046801856,2 - Satisfied,2020-03-01 02:39:30.046801856
HRHD013974,1011022777,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-24 06:30:53.354134144,1 - Unsatisfied,2020-02-26 06:30:53.354134144
HRHD013975,1405067298,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-24 10:22:16.661466464,1 - Unsatisfied,2020-02-26 10:22:16.661466464
HRHD013976,1012023295,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2020-02-24 14:13:39.968798752,0 - Unknown,2020-02-25 14:13:39.968798752
HRHD013977,1409070522,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2020-02-24 18:05:03.276131040,3 - Highly satisfied,2020-02-27 18:05:03.276131040
HRHD013978,1307059817,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-24 21:56:26.583463328,0 - Unknown,2020-02-29 21:56:26.583463328
HRHD013979,1001084890,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2020-02-25 01:47:49.890795616,1 - Unsatisfied,2020-02-25 01:47:49.890795616
HRHD013980,1412071660,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-02-25 05:39:13.198127904,3 - Highly satisfied,2020-02-26 05:39:13.198127904
HRHD013981,1009919960,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2020-02-25 09:30:36.505460224,2 - Satisfied,2020-02-28 09:30:36.505460224
HRHD013982,1008020960,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-02-25 13:21:59.812792512,2 - Satisfied,2020-02-29 13:21:59.812792512
HRHD013983,1001956578,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-25 17:13:23.120124800,3 - Highly satisfied,2020-03-02 17:13:23.120124800
HRHD013984,1403065721,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2020-02-25 21:04:46.427457088,1 - Unsatisfied,2020-02-28 21:04:46.427457088
HRHD013985,1010022337,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2020-02-26 00:56:09.734789376,0 - Unknown,2020-02-28 00:56:09.734789376
HRHD013986,808010278,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2020-02-26 04:47:33.042121664,2 - Satisfied,2020-02-29 04:47:33.042121664
HRHD013987,1108028428,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2020-02-26 08:38:56.349453984,2 - Satisfied,2020-02-26 08:38:56.349453984
HRHD013988,1302053333,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2020-02-26 12:30:19.656786272,2 - Satisfied,2020-02-27 12:30:19.656786272
HRHD013989,1211050793,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2020-02-26 16:21:42.964118560,0 - Unknown,2020-02-28 16:21:42.964118560
HRHD013990,1006020020,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2020-02-26 20:13:06.271450848,0 - Unknown,2020-03-01 20:13:06.271450848
HRHD013991,1012023185,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2020-02-27 00:04:29.578783136,1 - Unsatisfied,2020-03-01 00:04:29.578783136
HRHD013992,1211050782,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,2 - Medium,2020-02-27 03:55:52.886115424,1 - Unsatisfied,2020-03-03 03:55:52.886115424
HRHD013993,1403066194,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2020-02-27 07:47:16.193447712,0 - Unknown,2020-03-04 07:47:16.193447712
HRHD013994,1107027551,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-27 11:38:39.500780032,3 - Highly satisfied,2020-02-28 11:38:39.500780032
HRHD013995,1402065085,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2020-02-27 15:30:02.808112320,3 - Highly satisfied,2020-02-28 15:30:02.808112320
HRHD013996,1009920000,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2020-02-27 19:21:26.115444608,3 - Highly satisfied,2020-02-27 19:21:26.115444608
HRHD013997,1203032498,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2020-02-27 23:12:49.422776896,0 - Unknown,2020-03-01 23:12:49.422776896
HRHD013998,1007020403,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2020-02-28 03:04:12.730109184,0 - Unknown,2020-03-01 03:04:12.730109184
HRHD013999,1405067565,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2020-02-28 06:55:36.037441472,2 - Satisfied,2020-03-04 06:55:36.037441472
HRHD014000,1209048697,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2020-02-28 10:46:59.344773792,0 - Unknown,2020-03-04 10:46:59.344773792
HRHD014001,1109029256,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2020-02-28 14:38:22.652106080,3 - Highly satisfied,2020-03-02 14:38:22.652106080
HRHD014002,1012023010,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2020-02-28 18:29:45.959438368,3 - Highly satisfied,2020-03-02 18:29:45.959438368
HRHD014003,1406067865,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2020-02-28 22:21:09.266770656,0 - Unknown,2020-02-29 22:21:09.266770656
HRHD014004,1001109612,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2020-02-29 02:12:32.574102944,1 - Unsatisfied,2020-03-04 02:12:32.574102944
HRHD014005,1212051409,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2020-02-29 06:03:55.881435232,1 - Unsatisfied,2020-03-01 06:03:55.881435232
HRHD014006,1101023839,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2020-02-29 09:55:19.188767552,2 - Satisfied,2020-03-01 09:55:19.188767552
HRHD014007,1304055683,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2020-02-29 13:46:42.496099840,3 - Highly satisfied,2020-02-29 13:46:42.496099840
HRHD014008,706006285,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2020-02-29 17:38:05.803432128,0 - Unknown,2020-03-06 17:38:05.803432128
HRHD014009,1308060366,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-02-29 21:29:29.110764416,1 - Unsatisfied,2020-03-06 21:29:29.110764416
HRHD014010,1409070147,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2020-03-01 01:20:52.418096704,3 - Highly satisfied,2020-03-06 01:20:52.418096704
HRHD014011,1201031308,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2020-03-01 05:12:15.725428992,2 - Satisfied,2020-03-06 05:12:15.725428992
HRHD014012,1009919930,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2020-03-01 09:03:39.032761312,3 - Highly satisfied,2020-03-01 09:03:39.032761312
HRHD014013,1103024843,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2020-03-01 12:55:02.340093600,3 - Highly satisfied,2020-03-01 12:55:02.340093600
HRHD014014,1106026896,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2020-03-01 16:46:25.647425888,3 - Highly satisfied,2020-03-05 16:46:25.647425888
HRHD014015,1408069481,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2020-03-01 20:37:48.954758176,3 - Highly satisfied,2020-03-06 20:37:48.954758176
